83	83	2019-07-01T06:55:00.000	{3662,876,2824,191,1927}
83	20	2019-07-01T06:55:00.000	{2561,1768,2034,651,1675}
83	84	2019-07-01T06:55:00.000	{1312,2741,3661,1302}
83	23	2019-07-01T06:55:00.000	{4418,2400,4043,3735,4204}
83	47	2019-07-01T06:55:00.000	{1212,3279,3785,983,431,3741}
83	70	2019-07-01T06:55:00.000	{1061,3686,3598,1819,1650,3333}
83	60	2019-07-01T06:55:00.000	{2099,465,1056,3726,296,424}
83	1	2019-07-01T06:55:00.000	{920,2131,3684,46,3334}
83	65	2019-07-01T06:55:00.000	{1419,4100,3884,4114,1806}
83	42	2019-07-01T06:55:00.000	{3058,822,3873,1953,3436,1216}
84	10	2019-07-01T07:00:00.000	{153,3593,3639,509,1341}
84	20	2019-07-01T07:00:00.000	{1675,1216,3436,1953,3873}
84	2	2019-07-01T07:00:00.000	{1663,1002,1881,2697,2705}
84	21	2019-07-01T07:00:00.000	{1390,1534,1616,4051,3395,3725}
84	0	2019-07-01T07:00:00.000	{4080,2025,115,4469,4496,3140}
84	15	2019-07-01T07:00:00.000	{2891,594,2974,2836,2724}
84	55	2019-07-01T07:00:00.000	{55,1022,663,4472,1578}
84	31	2019-07-01T07:00:00.000	{257,885,853,4065,3596}
84	97	2019-07-01T07:00:00.000	{438,3768,2122,1104,1139}
84	11	2019-07-01T07:00:00.000	{2748,3776,2604,1805,3850}
84	94	2019-07-01T07:00:00.000	{3299,3534,3108,2709,4127,2807}
84	93	2019-07-01T07:00:00.000	{144,1117,2645,1616,4051,2635}
84	69	2019-07-01T07:00:00.000	{2385,2841,1387,960,4194,2102}
84	64	2019-07-01T07:00:00.000	{3898,2921,1552,4224}
84	13	2019-07-01T07:00:00.000	{227,1319,2055,1747,3714,1249}
84	1	2019-07-01T07:00:00.000	{3334,2939,1495,1410,3029,3217}
84	84	2019-07-01T07:00:00.000	{1302,1352,438,3768,2122}
84	25	2019-07-01T07:00:00.000	{2295,2174,2766,2512,2626}
84	23	2019-07-01T07:00:00.000	{4204,1574,2321,2989,500,4495}
84	82	2019-07-01T07:00:00.000	{2807,510,3278,3690,1112}
84	65	2019-07-01T07:00:00.000	{1806,2826,3010,2280,3872}
84	83	2019-07-01T07:00:00.000	{1927,4223,805,1548,2832,2802}
84	57	2019-07-01T07:00:00.000	{1223,2395,2608,3990,1105,399}
84	60	2019-07-01T07:00:00.000	{424,4457,3178,1190,2494,930}
84	54	2019-07-01T07:00:00.000	{3876,489,713,200}
84	72	2019-07-01T07:00:00.000	{4360,4470,2241,2893,3289,2854}
84	62	2019-07-01T07:00:00.000	{2505,4210,4162,2306}
84	24	2019-07-01T07:00:00.000	{4537,1147,4418,2400,4043}
84	28	2019-07-01T07:00:00.000	{3398,1964,1977,4508,4352}
84	26	2019-07-01T07:00:00.000	{2724,632,4500,3532}
84	14	2019-07-01T07:00:00.000	{767,3272,3222,57,238}
84	67	2019-07-01T07:00:00.000	{4387,873,4356,109,1513}
84	30	2019-07-01T07:00:00.000	{1548,805,4223,1927,191}
84	22	2019-07-01T07:00:00.000	{2850,3162,1981,1307,902}
84	73	2019-07-01T07:00:00.000	{1462,270,4263,65,854}
84	42	2019-07-01T07:00:00.000	{1216,1675,651,2034,1768}
84	3	2019-07-01T07:00:00.000	{2859,668,3928,429,141,4102}
85	22	2019-07-01T07:05:00.000	{902,1203,1490,3532,4500}
85	31	2019-07-01T07:05:00.000	{3596,3810,2251,2178,243,4135}
85	54	2019-07-01T07:05:00.000	{200,723,4223,805,1548,2832,2802}
85	57	2019-07-01T07:05:00.000	{399,1454,625,368,4357}
85	65	2019-07-01T07:05:00.000	{3872,1655,1251,1639,2721}
85	69	2019-07-01T07:05:00.000	{2102,1920,4205,393,547}
85	94	2019-07-01T07:05:00.000	{2807,510,3278,3690,1112}
85	25	2019-07-01T07:05:00.000	{2626,2972,1815,2634,652,15}
85	11	2019-07-01T07:05:00.000	{3850,2160,2570,3448,4421,1925}
85	83	2019-07-01T07:05:00.000	{2802,498,493,2492,4311}
85	64	2019-07-01T07:05:00.000	{4224,1324,3180,234,751,1789}
85	42	2019-07-01T07:05:00.000	{1768,2561,45,3383,4110}
85	13	2019-07-01T07:05:00.000	{1249,2587,386,2919,3688}
85	55	2019-07-01T07:05:00.000	{1578,703,2,3571,3498}
85	67	2019-07-01T07:05:00.000	{1513,2464,163,4156,4575}
85	93	2019-07-01T07:05:00.000	{2635,1565,2269,56,1711}
85	72	2019-07-01T07:05:00.000	{2854,627,291,2177}
